num_customers	warmup_customers	num_servers	arrival_rate	service_rate	mean_wait_sim	mean_wait_theory	mean_system_sim	mean_system_theory	avg_queue_sim	avg_queue_theory	utilization_sim	utilization_theory	prob_wait_sim	prob_wait_theory
2000	300	2	0.5	0.5	0.5446339912912611	0.6666666666666666	2.5027301016323147	2.6666666666666665	0.2693457542995848	0.3333333333333333	0.4799101584390784	0.5	0.30823529411764705	0.3333333333333333
2000	300	2	0.65	0.5	1.364592942221549	1.4632034632034636	3.3371736658174616	3.4632034632034636	0.9169504889193605	0.9510822510822514	0.6526578131988745	0.65	0.5070588235294118	0.5121212121212122
2000	300	2	0.8	0.5	2.4466477408187224	3.5555555555555567	4.376163872988205	5.555555555555557	2.305325419763695	2.8444444444444454	0.7743156575959274	0.8	0.6311764705882353	0.7111111111111111
2000	300	2	0.9	0.5	5.39492300338157	8.526315789473687	7.400145180935756	10.526315789473687	5.70868057110259	7.673684210526318	0.8969972203549074	0.9	0.8211764705882353	0.8526315789473685
