time,Think_1,Think_2,Think_3,Think_4,Think_5,Hungry_1,Hungry_2,Hungry_3,Hungry_4,Hungry_5,Eat_1,Eat_2,Eat_3,Eat_4,Eat_5,Fork_1,Fork_2,Fork_3,Fork_4,Fork_5
6.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
6.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
6.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
6.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
6.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
7.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
7.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
7.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
7.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
7.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
8.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
8.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
8.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
8.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
8.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
9.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
9.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
9.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
9.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
9.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
10.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
10.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
10.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
10.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
10.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
11.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
11.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
11.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
11.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
11.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
12.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
12.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
12.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
12.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
12.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
13.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
13.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
13.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
13.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
13.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
14.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
14.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
14.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
14.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
14.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
15.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
15.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
15.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
15.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
15.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
16.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
16.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
16.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
16.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
16.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
17.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
17.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
17.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
17.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
17.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
18.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
18.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
18.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
18.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
18.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
19.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
19.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
19.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
19.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
19.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
20.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
20.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
20.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
20.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
20.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
21.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
21.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
21.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
21.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
21.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
22.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
22.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
22.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
22.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
22.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
23.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
23.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
23.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
23.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
23.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
24.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
24.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
24.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
24.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
24.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
25.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
25.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
25.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
25.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
25.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
26.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
26.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
26.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
26.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
26.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
27.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
27.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
27.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
27.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
27.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
28.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
28.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
28.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
28.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
28.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
29.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
29.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
29.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
29.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
29.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
30.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
30.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
30.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
30.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
30.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
31.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
31.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
31.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
31.6,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
31.8,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
32.0,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
32.2,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
32.4,0.9,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.9,0.9,0.9
