time,S,I,R
47.0,89.73610538241607,110.10990895972814,800.1539856578559
47.2,89.14916228669341,108.5104185982255,802.3404191150812
47.4,88.57455208492779,106.93036999053771,804.4950779245346
47.6,88.01199246680741,105.36966165649406,806.6183458766986
47.8,87.46120635012049,103.8281892233357,808.7106044265439
48.0,86.92192188075512,102.30584542571515,810.7722326935299
48.2,86.39387243269935,100.80252010569654,812.8036074616042
48.4,85.87679660804122,99.31810021275571,814.8051031792032
48.6,85.37043823696858,97.85246980377977,816.7770919592517
48.8,84.87454637776939,96.40551004306775,818.719943579163
49.0,84.38887531683139,94.97709920232982,820.6340254808389
49.2,83.91318456864236,93.56711266068818,822.5197027706696
49.4,83.44723887578999,92.1754229046763,824.3773382195338
49.6,82.9908082089619,90.80189952823928,826.2072922627989
49.8,82.54366776694565,89.44640923273377,828.0099230003207
50.0,82.10559797662873,88.1088158269281,829.7855861964433
50.2,81.67638449299858,86.78898022700189,831.5346352799996
50.4,81.2558181991426,85.48676045654672,833.2574213443107
50.6,80.84369520624809,84.2020116465654,834.9542931471866
50.8,80.43981685360234,82.93458603547256,836.6255971109252
51.0,80.04398970859248,81.68433296909414,838.2716773223135
51.2,79.65602556670567,80.45109890066777,839.8928755326267
51.4,79.27574145152899,79.23472739084272,841.4895311576283
51.6,78.90295961474946,78.03505910767983,843.0619812775708
51.8,78.53750753615404,76.8519318266514,844.6105606371947
52.0,78.17921792362954,75.68518043064107,846.1356016457295
52.2,77.82792871316285,74.53463690994461,847.6374343768927
52.4,77.48348306884074,73.40013036226908,849.1163865688903
52.6,77.14572938284984,72.28148699273272,850.5727836244175
52.8,76.81452127547686,71.17853011386599,852.0069486106572
53.0,76.48971759510835,70.09108014561056,853.4192022592812
53.2,76.17118241823079,69.01895461531959,854.8098629664497
53.4,75.85878504943072,67.96196815775819,856.1792467928112
53.6,75.55240002139456,66.91993251510289,857.5276674635027
53.8,75.25190709490847,65.8926565369411,858.8554363681505
54.0,74.95719125885881,64.87994618027265,860.1628625608686
54.2,74.66814273023188,63.88160450950906,861.4502527602592
54.4,74.38465695411368,62.897431696472474,862.717911349414
54.6,74.10661894655031,61.92724314454479,863.9661379089049
54.8,73.83384957285527,60.97094551087528,865.1952049162695
55.0,73.56623695335793,60.02839043695248,866.4053726096896
55.2,73.30368196579529,59.09941854593687,867.5968994882679
55.4,73.04608690744074,58.18387130116021,868.7700417913991
55.6,72.79335549510398,57.281591006125446,869.9250534987706
55.8,72.54539286513119,56.392420804506926,871.0621863303619
56.0,72.30210557340483,55.516204680150125,872.181689746445
56.2,72.06340159534378,54.652787457071895,873.2838109475844
56.4,71.82919032590328,53.80201479946037,874.3687948746364
56.6,71.59938257957498,52.963733211674864,875.4368842087501
56.8,71.37389059038685,52.13779003824608,876.4883193713671
57.0,71.15262801190327,51.32403346387585,877.5233385242209
57.2,70.93550991722499,50.522312513437406,878.5421775693376
57.4,70.72245279898914,49.732477051975245,879.5450701490356
57.6,70.5133745693692,48.95437778470505,880.5322476459257
57.8,70.30819456007508,48.18786625701386,881.5039391829112
