t,S,I,R
20.316635809102937,427,142,431
20.32665255556338,426,143,431
20.347906548419367,426,142,432
20.366114142342045,425,143,432
20.371285799819596,424,144,432
20.42350485350402,423,145,432
20.425213321639937,423,144,433
20.43864626795679,423,143,434
20.450997082622486,423,142,435
20.45272271316894,422,143,435
20.457388181971062,422,142,436
20.46401551655032,422,141,437
20.48980513849208,422,140,438
20.494966170331217,422,139,439
20.50211102015585,421,140,439
20.505270485457743,420,141,439
20.512031928134864,419,142,439
20.546706437498163,419,141,440
20.572653708773775,419,140,441
20.581581928454145,419,139,442
20.582101582426258,418,140,442
20.594758846977744,417,141,442
20.598999654847177,417,140,443
20.637123216805506,416,141,443
20.670309546107095,416,140,444
20.69145757842395,415,141,444
20.7055486905826,415,140,445
20.70701697671842,415,139,446
20.719518755311235,414,140,446
20.721885988249007,413,141,446
20.764733939382225,413,140,447
20.76904859072992,412,141,447
20.770644160148258,412,140,448
20.785200715888248,412,139,449
20.790739259653556,411,140,449
20.8130610838444,411,139,450
20.818502046750606,411,138,451
20.831568845776054,411,137,452
20.838176840623237,410,138,452
20.842909704659544,410,137,453
20.85113291298451,409,138,453
20.87109331064009,408,139,453
20.877381669419137,407,140,453
20.88589500875713,407,139,454
20.910362346006504,406,140,454
20.951124497336156,406,139,455
20.95550022786027,405,140,455
20.957016651720583,404,141,455
20.971560347685703,403,142,455
20.976049066171267,402,143,455
21.009631067713173,402,142,456
21.01051471945137,402,141,457
21.029259417375464,401,142,457
21.04492987923409,401,141,458
21.04589949667645,401,140,459
21.074446437647723,400,141,459
21.159707421734737,399,142,459
21.163498098775708,398,143,459
21.167589364812283,397,144,459
21.18621500991766,397,143,460
21.19501242483832,396,144,460
21.211710963498575,395,145,460
21.211722283470205,395,144,461
21.25407149396599,394,145,461
21.263326622299925,393,146,461
21.264811462692936,393,145,462
21.278151823708445,393,144,463
21.280582028450965,393,143,464
21.29273826833289,393,142,465
21.29284852049438,393,141,466
21.29523397116879,393,140,467
21.298807172783597,392,141,467
21.305368234780403,391,142,467
21.351648925903365,390,143,467
21.36169838687422,389,144,467
21.362172913615815,388,145,467
21.37526792633438,388,144,468
21.40006235566137,388,143,469
21.40995210104207,388,142,470
21.41615843968259,388,141,471
21.416720892532076,387,142,471
21.41923724811638,386,143,471
21.420196689736354,386,142,472
21.44687966755877,385,143,472
21.49711795735121,385,142,473
21.515780916288836,385,141,474
21.516566582004742,384,142,474
21.566568078867366,383,143,474
21.57300274935736,383,142,475
21.583523355787914,383,141,476
21.64917704901802,383,140,477
21.649587412890945,383,139,478
21.65593863627402,382,140,478
21.667559245978694,382,139,479
21.68708461759766,381,140,479
21.69374349274741,380,141,479
21.758058531344684,379,142,479
21.760499330921412,379,141,480
21.763251395914896,379,140,481
21.778985432678056,379,139,482
21.908845675415392,379,138,483
21.915294010052207,378,139,483
21.925033657769003,377,140,483
21.929145489987775,376,141,483
21.991322565047028,376,140,484
21.994434072797986,375,141,484
21.99613471805469,375,140,485
21.999068833862054,375,139,486
22.015516685322005,375,138,487
22.02392770774639,374,139,487
22.03886380495001,374,138,488
22.04664510654222,373,139,488
22.05373338116558,373,138,489
22.06611054597743,372,139,489
22.088893656423398,372,138,490
22.10344329994411,372,137,491
22.103984122372143,372,136,492
22.110861922356158,372,135,493
22.123323826464294,372,134,494
22.16200904832313,372,133,495
22.197092481733055,372,132,496
22.204199122533236,372,131,497
22.241468864665414,372,130,498
22.261887290942845,372,129,499
22.282138520589992,371,130,499
22.286059540415092,371,129,500
22.289147026407928,370,130,500
22.289834060407586,370,129,501
22.307196665909846,370,128,502
22.32639439204069,369,129,502
22.343557974755747,369,128,503
22.347617290378707,369,127,504
22.354335445587765,369,126,505
22.355848545665783,368,127,505
22.381171496305985,367,128,505
22.406390094377283,366,129,505
22.41235304019088,366,128,506
22.429705173444198,365,129,506
22.449946048026266,365,128,507
22.467955134457398,364,129,507
22.473637342979096,363,130,507
22.473752873262686,362,131,507
22.498238661650266,362,130,508
22.57214787367175,361,131,508
22.57930459702485,360,132,508
22.587762822077963,360,131,509
22.601538971140663,359,132,509
22.60917790947646,358,133,509
22.611898506263422,357,134,509
22.62480718391719,356,135,509
22.658188022348394,355,136,509
22.676511240188784,354,137,509
22.752151516705144,353,138,509
22.76603194503566,353,137,510
22.775431918466353,352,138,510
22.811535591719014,351,139,510
22.81313439040313,351,138,511
22.81702521913094,351,137,512
22.849264205871254,351,136,513
22.851491075356503,351,135,514
22.861320783662265,350,136,514
22.863565966427576,350,135,515
22.872263731904283,350,134,516
22.873795118632103,349,135,516
22.87754162495719,349,134,517
22.880564213862947,349,133,518
22.912749102382843,349,132,519
22.918389861204314,348,133,519
22.919419859964087,348,132,520
22.999553178977653,348,131,521
23.01110886954273,348,130,522
23.058692067959967,348,129,523
23.073702942244523,348,128,524
23.117968596756356,348,127,525
23.134774239242688,348,126,526
23.14194687161351,348,125,527
23.147236262567386,348,124,528
23.160358809650152,347,125,528
23.16399439699551,347,124,529
23.18989571126594,346,125,529
23.196782689010107,346,124,530
23.212407503886762,346,123,531
23.236993909193668,346,122,532
23.237911839716876,345,123,532
23.245821355179633,344,124,532
23.249953454712422,344,123,533
23.259970290063908,343,124,533
23.306992928478675,343,123,534
23.34414695441152,343,122,535
23.35335824889291,343,121,536
23.366583717592643,342,122,536
23.378179453599458,342,121,537
23.38634081100812,342,120,538
23.401004444235443,341,121,538
23.41473666249063,340,122,538
23.4164310409747,340,121,539
23.418215161394205,339,122,539
23.428740911688642,339,121,540
23.444736890604695,338,122,540
23.487996858652266,338,121,541
23.493626942867177,337,122,541
23.498410685533965,337,121,542
23.52730427086858,336,122,542
23.52790313913647,335,123,542
23.574917082649648,334,124,542
23.605810638602584,333,125,542
23.651691587879498,333,124,543
23.75321729032251,332,125,543
23.770199947864374,332,124,544
23.870011969521116,332,123,545
23.887548025077415,332,122,546
23.918449296516517,331,123,546
23.930619103809605,330,124,546
23.93731938107711,330,123,547
23.941094557292473,330,122,548
23.994597491921464,329,123,548
24.001839091997255,329,122,549
24.02042126384069,329,121,550
24.03306121207769,329,120,551
24.050888368885154,328,121,551
24.051143080236077,327,122,551
24.054507207933234,326,123,551
24.056550966966533,325,124,551
24.066535498409117,325,123,552
24.11387629442709,324,124,552
24.13421341117518,323,125,552
24.173453429175414,322,126,552
24.183328115023237,322,125,553
24.183816833540543,322,124,554
24.19443537006034,322,123,555
24.258652201310046,322,122,556
24.280576026707514,322,121,557
24.379510577521042,322,120,558
24.379964517472157,322,119,559
24.40343274103916,322,118,560
24.456565406063593,321,119,560
24.48485882525256,321,118,561
24.489420979745763,321,117,562
24.503807922384365,320,118,562
24.547216760966077,320,117,563
24.567542035523978,319,118,563
24.648543631916702,319,117,564
24.680716383157403,319,116,565
24.687916386088027,319,115,566
24.69545410769659,318,116,566
24.726215417992098,318,115,567
24.727376132226045,318,114,568
24.74332318913858,318,113,569
24.74436114939763,317,114,569
24.74850708236133,317,113,570
24.82507489204281,317,112,571
24.854700792917715,316,113,571
24.856512644320116,316,112,572
24.870922429698794,316,111,573
24.887251424528056,315,112,573
24.899453988285142,314,113,573
24.933190530242058,314,112,574
24.969199206152886,314,111,575
24.971960611494538,314,110,576
24.97532203084402,313,111,576
25.026815930613317,312,112,576
25.042741655869026,311,113,576
25.042761077364837,311,112,577
25.061710992640883,311,111,578
25.067334327779918,311,110,579
25.108408094899705,311,109,580
25.15922405021262,311,108,581
25.19923654130916,310,109,581
25.216067391521825,309,110,581
25.33723026403852,308,111,581
25.378790206175612,308,110,582
25.454447830724384,307,111,582
25.470723934543408,307,110,583
25.475165669387508,307,109,584
25.49273702359133,307,108,585
25.497448035973534,307,107,586
25.509961470460976,306,108,586
25.512378638793194,305,109,586
25.521360060706122,305,108,587
25.533229633664867,305,107,588
25.587811557290536,304,108,588
25.59196614263926,304,107,589
25.65188345209986,304,106,590
25.664443771860235,304,105,591
25.725057777174282,303,106,591
25.746918326144826,302,107,591
25.756690112810315,302,106,592
25.76373422494953,302,105,593
25.7638333928425,301,106,593
25.869053163694304,301,105,594
25.870205806926236,301,104,595
25.87909362730678,301,103,596
25.907268489335294,300,104,596
25.91082640571019,299,105,596
25.919490451544014,298,106,596
25.922538154538113,298,105,597
25.987336707611288,297,106,597
26.059037190249683,296,107,597
26.105011437292685,295,108,597
26.128782527799643,295,107,598
26.16701117633888,294,108,598
26.182048695638017,293,109,598
26.189173082980396,293,108,599
26.238815210045974,293,107,600
26.250352088605478,292,108,600
26.261606631437317,291,109,600
26.296601980872623,291,108,601
26.3141253731338,291,107,602
26.321909510671517,291,106,603
26.384420238063317,290,107,603
26.394233400906607,290,106,604
26.404141412920847,289,107,604
26.405094133728053,289,106,605
26.417945578672583,289,105,606
26.429914075581266,289,104,607
26.4655096731332,289,103,608
26.50238206784717,289,102,609
26.515107594928594,289,101,610
26.553660808833428,289,100,611
26.577269734431546,289,99,612
26.636573140485748,289,98,613
26.64065087600154,289,97,614
26.65954584174034,289,96,615
26.66927411847015,288,97,615
26.696910593143873,287,98,615
26.715676719394864,286,99,615
26.723682747147908,286,98,616
26.751119110180028,286,97,617
26.771415657898114,286,96,618
26.801345231180996,285,97,618
26.82493420837076,285,96,619
26.8383457217283,284,97,619
26.911679872495675,283,98,619
26.934295402791175,282,99,619
26.939858316831756,282,98,620
27.048900958977384,281,99,620
27.051001960630433,280,100,620
27.060819915382663,279,101,620
27.120093947012943,278,102,620
27.12753496211065,278,101,621
27.14322961672204,278,100,622
27.182030638578624,278,99,623
27.19715837101463,277,100,623
27.202396017690173,276,101,623
27.21667158656233,275,102,623
27.238670365130695,275,101,624
27.243468931164273,275,100,625
27.27649677809867,274,101,625
27.301408720292827,274,100,626
27.352283222862777,274,99,627
27.365037236494377,274,98,628
27.390227149959557,274,97,629
27.42184592951139,274,96,630
27.443274804371953,274,95,631
27.48403660658317,273,96,631
27.5041775218857,273,95,632
27.544650158199286,273,94,633
27.549409126881542,273,93,634
27.553238439644325,273,92,635
27.566954229411753,272,93,635
27.589211238956196,271,94,635
27.61494798433081,271,93,636
27.621798213069834,270,94,636
27.629086062541635,270,93,637
27.62962588130141,269,94,637
27.649754618272816,269,93,638
27.6665998564088,269,92,639
27.77275301573331,268,93,639
27.82473109567367,268,92,640
27.826582645925576,267,93,640
27.85765738743943,267,92,641
27.894149426792005,266,93,641
27.93943080468051,266,92,642
27.9470561649691,266,91,643
27.960882240523254,266,90,644
27.966718676704325,266,89,645
27.97294476517594,266,88,646
28.019467503945393,266,87,647
28.140576241985148,265,88,647
28.15178858210085,265,87,648
28.19440849945593,264,88,648
28.202423564838526,264,87,649
28.210157125601143,264,86,650
28.211587686352335,264,85,651
28.22087351909191,263,86,651
28.24546105714714,263,85,652
28.307726694378974,262,86,652
28.310482083416588,262,85,653
28.323712456310403,261,86,653
28.350723977322616,261,85,654
28.401358200299047,261,84,655
28.406900481304667,261,83,656
28.46134282751209,261,82,657
28.48413308638783,261,81,658
28.548412543285504,261,80,659
28.581976978040895,260,81,659
28.626860290885304,260,80,660
28.655560970937728,260,79,661
28.72189730423366,260,78,662
28.795418629070912,260,77,663
28.866774114327722,259,78,663
28.90555317429806,259,77,664
28.918443257032244,259,76,665
28.94949300231613,258,77,665
28.963347718028373,257,78,665
28.975894108242496,257,77,666
29.00282814283047,257,76,667
29.011391637338242,257,75,668
29.091326819077054,257,74,669
29.20250398670506,256,75,669
29.285684734667555,256,74,670
29.312910065801123,256,73,671
29.314410638019943,256,72,672
29.320271680510125,256,71,673
29.321572501924578,256,70,674
29.410073290159513,256,69,675
29.410648821472943,256,68,676
29.448835026494173,256,67,677
29.45573885868798,255,68,677
29.48542411301301,255,67,678
29.50248155200992,255,66,679
29.537430120381693,255,65,680
29.538323652198024,255,64,681
29.579309790809198,255,63,682
29.603459383937377,255,62,683
29.638372096523575,255,61,684
29.65065185695662,255,60,685
29.758905354190624,254,61,685
29.82244206213394,253,62,685
29.88115604454171,253,61,686
29.91347908370791,252,62,686
29.955111354984105,252,61,687
29.99007492603478,251,62,687
30.002197002120035,251,61,688
30.06827501908691,251,60,689
30.188752431778187,250,61,689
30.24062177256367,249,62,689
30.242552932505543,249,61,690
30.364634764017918,249,60,691
30.46733006019585,249,59,692
30.49391452230202,248,60,692
30.523823042744255,248,59,693
30.720060663983823,247,60,693
30.722026857704154,247,59,694
30.73186921141839,247,58,695
30.800609023098882,247,57,696
30.814349642968168,247,56,697
30.88105929402693,246,57,697
30.933133817665777,246,56,698
30.949342835108723,245,57,698
30.97454860021014,244,58,698
30.986067732944832,244,57,699
31.006389945264072,244,56,700
31.21413853900704,244,55,701
31.25512349256717,244,54,702
31.25727291568419,244,53,703
31.38136983870582,244,52,704
31.39414446729296,244,51,705
31.428193426547363,243,52,705
31.459135576804968,243,51,706
31.483772305382917,243,50,707
31.49999569849381,243,49,708
31.507784357727097,243,48,709
31.64550756332122,243,47,710
31.656774924639933,243,46,711
31.733717660517726,242,47,711
31.81934254281989,242,46,712
31.843811682027834,242,45,713
31.933498418347746,242,44,714
32.00628907615263,242,43,715
32.006879373280164,242,42,716
32.02073309516363,242,41,717
32.0870664847869,242,40,718
32.128979443341855,242,39,719
32.14621030211353,242,38,720
32.22555344978727,241,39,720
32.25458727363852,241,38,721
32.32053868058046,241,37,722
32.341550382243874,241,36,723
32.445653713520365,241,35,724
32.47956397505506,241,34,725
32.48091827402088,241,33,726
32.535179229888726,241,32,727
32.62896371925949,241,31,728
32.62957883729746,240,32,728
32.661443235801144,240,31,729
32.69350860898501,240,30,730
32.696615281001186,239,31,730
32.80515824490712,239,30,731
32.87734099353211,238,31,731
32.89214979479985,238,30,732
33.058410671785296,237,31,732
33.28649037345816,236,32,732
33.32101858935765,236,31,733
33.37405475880135,235,32,733
33.382757309530206,235,31,734
33.489028764202,235,30,735
33.57122028578866,235,29,736
33.8155439813823,235,28,737
34.21716358016521,235,27,738
34.290294230019285,235,26,739
34.32646879573951,235,25,740
34.34645390829078,235,24,741
34.39969504602767,235,23,742
34.69758513647055,234,24,742
34.7626456139636,234,23,743
35.224013048859746,234,22,744
35.26485710959293,234,21,745
35.293180172343206,233,22,745
35.30589233055233,232,23,745
35.32238295711429,232,22,746
35.411224708861184,232,21,747
35.82658638398492,232,20,748
36.07831585809799,232,19,749
36.34782724523813,232,18,750
36.354206886404135,232,17,751
36.57234477355987,232,16,752
36.77203343395211,232,15,753
37.55445673848693,232,14,754
38.031048533715754,232,13,755
38.0485515949256,232,12,756
38.99338616100145,232,11,757
39.26410815961305,232,10,758
39.456822484960846,231,11,758
39.72337436403411,231,10,759
39.84589961145508,230,11,759
