migration_intensity	mean_peak_time	mean_peak_share
0.0	10.0	0.3331111111111111
0.1	11.333333333333334	0.9997777777777778
0.2	11.666666666666666	1.0
0.3	10.0	0.9997777777777778
0.4	10.666666666666666	0.9995555555555556
0.5	10.0	0.9997777777777778
