t,S,I,R
19.15,439.7364523583935,154.49886384883757,405.7646837927702
19.2,438.04254454878463,154.2630035524707,407.6944518987459
19.25,436.35776839305447,154.0209983293427,409.62123327760406
19.3,434.6821351038126,153.7729133715481,411.54495152464057
19.35,433.0156545408727,153.51881440570858,413.46553105341997
19.4,431.35833523029436,153.25876766740976,415.38289710229714
19.45,429.71018438355486,152.9928398758256,417.2969757406208
19.5,428.0712079168395,152.72109820854158,419.2076938746202
19.55,426.4414104704357,152.44361027658616,421.1149792529794
19.6,424.8207954282194,152.16044409968143,423.01876047210044
19.65,423.20936493722144,151.87166808172177,424.9189669810581
19.7,421.60711992726056,151.57735098649,426.81552908625076
19.75,420.01406013063354,151.27756191362005,428.7083779557477
19.8,418.4301841018483,150.97237027481412,430.5974456233389
19.85,416.8554892373904,150.66184577032277,432.48266499228816
19.9,415.28997179551135,150.34605836569523,434.3639698387947
19.95,413.73362691602784,150.02507826880768,436.2412948151657
20.0,412.18644864012236,149.69897590717613,438.1145754527027
20.05,410.64842993013343,149.3678219055605,439.98374816430726
20.1,409.1195626893271,149.03168706386614,441.8487502468079
20.15,407.5998377816395,148.69064233534874,443.70951988301294
20.2,406.08924505138043,148.34475880512778,445.56599614349295
20.25,404.58777334289084,147.9941076690143,447.418118988096
20.3,403.0954105201431,147.63876021265716,449.2658292672009
20.35,401.6121434862773,147.27878779101243,451.10906872271147
20.4,400.1379582030648,146.9142618081404,452.94777998879607
20.45,398.6728397102904,146.54525369733335,454.7819065923775
20.5,397.2167721450477,146.1718349015785,456.61139295337506
20.55,395.76973876093706,145.79407685435825,458.43618438470594
20.6,394.3317219471619,145.4120509607913,460.25622709204805
20.65,392.9027032475148,145.02582857911713,462.0714681733693
20.7,391.48266337924747,144.63548100252564,463.8818556182281
20.75,390.07158225181865,144.24107944133468,465.68733830684783
20.8,388.6694389855129,143.8426950055164,467.4878660089719
20.85,387.2762119299252,143.44039868757432,469.2833893825017
20.9,385.89187868230584,143.03426134577222,471.0738599719231
20.95,384.5164161057598,142.6243536877153,472.85923020652615
21.0,383.14980034729643,142.21074625428503,474.6394533984198
21.05,381.79200685572374,141.7935094039272,476.4144837403503
21.1,380.4430103993832,141.37271329729398,478.18427630332405
21.15,379.1027850837208,140.9484278822395,479.94878703404095
21.2,377.7713043686897,140.52072287916866,481.7079727521429
21.25,376.44854108598196,140.08966776673896,483.46179114728034
21.3,375.1344674560839,139.65533176791408,485.21020077600326
21.35,373.82905510515286,139.21778383636868,486.9531610584797
21.4,372.53227508171216,138.7770926432429,488.6906322750462
21.45,371.2440978731602,138.3333265642453,490.4225755625958
21.5,369.9644934220927,137.88655366710313,492.14895291080546
21.55,368.6934311424337,137.43684169935727,493.86972715821025
21.6,367.4308799353739,136.9842580765009,495.5848619881264
21.65,366.1768082051138,136.52886987045923,497.2943219244283
21.7,364.9311838744094,136.0707437984081,498.9980723271838
21.75,363.6939743999202,135.6099462119296,500.69607938815153
21.8,362.46514678735497,135.14654308650148,502.3883101261449
21.85,361.24466760641633,134.68060001131792,504.07473238226714
21.9,360.0325030055417,134.21218217943925,505.7553148150204
21.95,358.82861872643934,133.74135437826703,507.430026895295
22.0,357.63298011841954,133.26818098034207,509.09883890123973
22.05,356.4455521525184,132.79272593446177,510.7617219130212
22.1,355.26629943541514,132.31505275711368,512.4186478074726
22.15,354.09518622314135,131.83522452422193,514.069589252638
22.2,352.9321764345821,131.353303863203,515.7145197022162
22.25,351.7772336647692,130.8693529453274,517.3534133899047
22.3,350.6303211979649,130.38343347838327,518.9862453236532
22.35,349.49140202053803,129.89560669963865,520.6129912798247
22.4,348.36043883363095,129.40593336909816,522.2336277972722
22.45,347.2373940656183,128.91447376305044,523.8481321713326
22.5,346.1222298843585,128.42128766790256,525.4564824477403
22.55,345.014908209237,127.926434374297,527.0586574164674
22.6,343.9153907230027,127.42997267150747,528.6546366054913
22.65,342.82363888339864,126.93196084210933,530.2444002744935
22.7,341.7396139345861,126.43245665692038,531.827929408495
22.75,340.66327691836534,125.93151737020823,533.4052057114279
22.8,339.59458868519147,125.42919971515934,534.9762115996507
22.85,338.53350990498797,124.92555989960613,536.5409301954074
22.9,337.48000107775863,124.42065360200743,538.0993453202354
22.95,336.4340225439985,123.91453596767805,539.651441488325
23.0,335.39553449490654,123.40726160526344,541.1972038998315
23.05,334.3644969823995,122.8988845834546,542.7366184341474
23.1,333.3408699289294,122.38945842793919,544.2696716431329
23.15,332.32461313710644,121.87903611858441,545.7963507443108
23.2,331.3156862991274,121.36767008684706,547.3166436140272
23.25,330.31404900601325,120.85541221340692,548.8305387805815
23.3,329.3196607566554,120.34231382601841,550.3380254173278
23.35,328.3324809666737,119.82842569757656,551.8390933357514
23.4,327.35246897708737,119.31379804439284,553.3337329785214
23.45,326.3795840628006,118.79848052467628,554.8219354125248
23.5,325.41378544090514,118.28252223721609,556.3036923218805
23.55,324.455032278801,117.76597172026057,557.7789960009401
23.6,323.5032837021377,117.24887695058881,559.2478393472752
23.65,322.5584988025777,116.73128534277039,560.7102158546537
23.7,321.6206366453838,116.21324374860882,562.1661196060091
23.75,320.68965627683383,115.69479845676489,563.615545266403
23.8,319.76551673146224,115.1759951925551,565.0584880759844
23.85,318.8481770391327,114.6568791179214,566.4949438429477
23.9,317.937596231943,114.13749483156784,567.924908936491
23.95,317.0337333509643,113.61788636925994,569.3483802797775
24.0,316.13654745281696,113.0980972042832,570.7653553429017
24.05,315.2459976160848,112.57817024805586,572.1758321358611
24.1,314.3620429475706,112.05814785089231,573.5798092015389
24.15,313.48464258839397,111.53807180291345,574.9772856086944
24.2,312.61375571993455,111.01798333509916,576.3682609449681
24.25,311.74934156962274,110.4979231204801,577.752735309899
24.3,310.8913594165794,109.97793127546389,579.1307093079586
24.35,310.0397685971072,109.45804736129257,580.502184041602
24.4,309.1945285100359,108.93831038562718,581.8671611043387
24.45,308.3555986219235,108.41875880425572,583.2256425738226
24.5,307.5229384721154,107.89943052292122,584.5776310049652
24.55,306.6965076776642,107.38036289926556,585.9231294230719
24.6,305.87626593811154,106.86159274488598,587.2621413170042
24.65,305.0621730401348,106.34315632750057,588.5946706323664
24.7,304.2541888620605,105.82508937321897,589.9207217647222
24.75,303.4522733782473,105.30742706891556,591.2402995528388
24.8,302.65638666333916,104.7902040647006,592.5534092719619
24.85,301.86648889639247,104.27345447648706,593.8600566271222
24.9,301.0825403648785,103.7572118886491,595.160247746474
24.95,300.3045014685632,103.24150935676919,596.4539891746692
25.0,299.532332723267,102.72637941047094,597.7412878662636
