id,arrival_time,start_time,departure_time,service_time,wait_time,system_time
1,0.22670080379321364,0.22670080379321364,0.4880329296565582,0.26133212586334453,0.0,0.26133212586334453
2,1.7193725545596126,1.7193725545596126,2.527570106418899,0.8081975518592862,0.0,0.8081975518592863
3,3.092396007018542,3.092396007018542,4.811183017503344,1.7187870104848024,0.0,1.7187870104848022
4,4.710681474699166,4.710681474699166,4.846068233047932,0.13538675834876576,0.0,0.13538675834876557
5,5.780570240163308,5.780570240163308,5.900846921239646,0.12027668107633771,0.0,0.12027668107633804
6,7.6630602422132545,7.6630602422132545,8.757107228954055,1.0940469867408003,0.0,1.0940469867408007
7,8.775023281993494,8.775023281993494,12.517270566536979,3.742247284543485,0.0,3.7422472845434847
8,9.561051000909025,9.561051000909025,10.977673636606639,1.4166226356976148,0.0,1.416622635697614
9,9.682862062147718,10.977673636606639,14.298766541127769,3.3210929045211293,1.2948115744589206,4.615904478980051
10,9.954533126105757,12.517270566536979,13.991463025099657,1.4741924585626778,2.5627374404312224,4.0369298989939
11,10.307699055510726,13.991463025099657,16.047264030857814,2.0558010057581564,3.683763969588931,5.739564975347088
12,11.991790259642677,14.298766541127769,19.605306216215066,5.306539675087298,2.306976281485092,7.613515956572389
13,12.385987168243163,16.047264030857814,17.42849055067535,1.3812265198175364,3.661276862614651,5.042503382432185
14,15.130598948142065,17.42849055067535,23.516966909178947,6.0884763585036,2.2978916025332836,8.386367961036882
15,16.212833817616804,19.605306216215066,23.33877982472267,3.7334736085076052,3.3924723985982617,7.125946007105867
16,18.365627889831966,23.33877982472267,31.106416541707745,7.767636716985073,4.973151934890705,12.740788651875778
17,18.385147328201068,23.516966909178947,28.913256622339144,5.396289713160197,5.131819580977879,10.528109294138076
18,18.855501234600073,28.913256622339144,30.501826943390686,1.5885703210515414,10.057755387739071,11.646325708790613
19,20.274649188283348,30.501826943390686,31.432343862867125,0.9305169194764382,10.227177755107338,11.157694674583777
20,23.345330228404805,31.106416541707745,32.394848162117505,1.288431620409757,7.76108631330294,9.0495179337127
21,23.3749608892323,31.432343862867125,34.12259331523087,2.6902494523637457,8.057382973634823,10.747632425998571
22,23.9678144348217,32.394848162117505,34.027754075104994,1.6329059129874874,8.427033727295804,10.059939640283293
23,25.01907853620562,34.027754075104994,38.76777257602676,4.740018500921765,9.008675538899375,13.748694039821139
24,27.700874554761132,34.12259331523087,35.73144189835886,1.6088485831279897,6.421718760469741,8.030567343597728
25,28.653256821243737,35.73144189835886,37.616425635354716,1.8849837369958569,7.078185077115123,8.963168814110979
26,28.806953174758892,37.616425635354716,38.474958041202626,0.8585324058479079,8.809472460595824,9.668004866443734
27,29.261433848164593,38.474958041202626,41.326607117837526,2.8516490766348994,9.213524193038033,12.065173269672933
28,31.56225192202502,38.76777257602676,39.523109664060286,0.7553370880335293,7.205520654001738,7.960857742035266
29,31.69845935820437,39.523109664060286,44.01942282957281,4.496313165512523,7.824650305855915,12.32096347136844
30,32.18640578596574,41.326607117837526,41.880562506651714,0.5539553888141899,9.140201331871786,9.694156720685974
31,33.520319878093105,41.880562506651714,42.98479977901587,1.1042372723641611,8.36024262855861,9.464479900922768
32,34.597215282813885,42.98479977901587,44.11425507408296,1.1294552950670873,8.387584496201988,9.517039791269077
33,34.632726656557914,44.01942282957281,45.0027661743932,0.9833433448203895,9.386696173014897,10.370039517835288
34,35.44892495920228,44.11425507408296,45.26180713474227,1.1475520606593086,8.665330114880682,9.81288217553999
35,38.06977071986143,45.0027661743932,46.71588374409288,1.7131175696996754,6.9329954545317705,8.646113024231447
36,38.724459656770186,45.26180713474227,49.11699861634671,3.85519148160444,6.537347477972084,10.392538959576527
37,39.351615627219594,46.71588374409288,48.14314257952758,1.4272588354346973,7.3642681168732835,8.791526952307983
38,42.19745032179043,48.14314257952758,53.02912001000761,4.885977430480032,5.94569225773715,10.831669688217183
39,44.335445256057184,49.11699861634671,50.029804609828986,0.9128059934822756,4.781553360289529,5.694359353771802
40,44.67218148470423,50.029804609828986,51.813811091213054,1.7840064813840657,5.3576231251247535,7.141629606508822
41,44.70712480667473,51.813811091213054,56.50048796261623,4.686676871403176,7.106686284538327,11.793363155941506
42,45.54160294025154,53.02912001000761,55.916535188180795,2.8874151781731836,7.487517069756066,10.374932247929252
43,46.0821232979036,55.916535188180795,56.64503503109636,0.7284998429155708,9.834411890277195,10.562911733192763
44,46.481235688999526,56.50048796261623,59.011143775867005,2.510655813250773,10.019252273616708,12.52990808686748
45,48.07152989439709,56.64503503109636,59.66463110739318,3.0195960762968106,8.573505136699275,11.593101212996089
46,48.480182037968916,59.011143775867005,62.6298792717161,3.618735495849094,10.530961737898089,14.149697233747183
47,50.82061360503511,59.66463110739318,63.193532037756384,3.5289009303632053,8.844017502358064,12.37291843272127
48,50.83551311551812,62.6298792717161,64.21324350961171,1.5833642378956214,11.794366156197981,13.377730394093597
49,51.39289434356071,63.193532037756384,66.06521171416816,2.871679676411778,11.800637694195672,14.672317370607445
50,53.76258097252405,64.21324350961171,77.08388968728003,12.870646177668322,10.450662537087666,23.321308714755986
51,53.78198974055325,66.06521171416816,69.38004862553402,3.3148369113658527,12.283221973614907,15.598058884980766
52,55.07741775635404,69.38004862553402,72.35565079179027,2.975602166256245,14.302630869179978,17.27823303543623
53,57.18064437256628,72.35565079179027,72.90463063342214,0.5489798416318721,15.17500641922399,15.723986260855867
54,59.25823110637397,72.90463063342214,75.43632303724122,2.5316924038190813,13.646399527048175,16.178091930867254
55,60.294333072624525,75.43632303724122,89.10481469539744,13.668491658156206,15.141989964616698,28.81048162277291
56,61.5963420981535,77.08388968728003,77.26607015756038,0.1821804702803386,15.487547589126535,15.669728059406879
57,62.134103814875566,77.26607015756038,78.87931201497338,1.6132418574129948,15.131966342684812,16.745208200097814
58,62.28979673735611,78.87931201497338,84.85100213140444,5.9716901164310565,16.589515277617267,22.56120539404833
59,63.286976547612475,84.85100213140444,85.53345390776856,0.6824517763641251,21.564025583791967,22.246477360156085
60,63.42428522279491,85.53345390776856,85.91475961956826,0.3813057117996935,22.109168684973653,22.49047439677335
61,63.94406225907061,85.91475961956826,91.34088989417579,5.426130274607528,21.970697360497645,27.396827635105176
62,64.65460139738913,89.10481469539744,89.58903603009158,0.4842213346941471,24.450213298008308,24.934434632702448
63,65.20043750937535,89.58903603009158,91.02674668947651,1.437710659384939,24.38859852071623,25.826309180101163
64,66.00225023532825,91.02674668947651,91.89275357607866,0.8660068866021485,25.024496454148263,25.890503340750413
65,66.90303820147984,91.34088989417579,91.92426511728247,0.5833752231066855,24.437851692695943,25.02122691580263
66,68.94516465691564,91.89275357607866,95.3744357749478,3.4816821988691333,22.947588919163024,26.429271118032162
67,69.65333652159089,91.92426511728247,92.62458443246285,0.7003193151803779,22.270928595691586,22.971247910871966
68,71.34852507551766,92.62458443246285,93.22984500007927,0.6052605676164083,21.276059356945197,21.88131992456161
69,72.80131906062373,93.22984500007927,95.38339112336298,2.1535461232837165,20.42852593945554,22.582072062739257
70,74.22925530824237,95.3744357749478,95.45756150865499,0.08312573370719456,21.145180466705426,21.228306200412618
71,74.45654240597098,95.38339112336298,97.20784719332536,1.824456069962385,20.926848717392005,22.751304787354385
72,74.76849520495004,95.45756150865499,99.54650086207991,4.088939353424913,20.689066303704948,24.778005657129867
73,75.82607266559855,97.20784719332536,98.75437132088325,1.5465241275578911,21.38177452772682,22.928298655284706
74,76.18740942038735,98.75437132088325,99.10898762656916,0.35461630568590435,22.566961900495897,22.921578206181806
75,77.05787052151615,99.10898762656916,99.75451325154303,0.6455256249738763,22.05111710505301,22.69664273002688
76,77.40621112571077,99.54650086207991,100.28616152887867,0.7396606667987549,22.14028973636914,22.879950403167896
77,77.42952605742413,99.75451325154303,104.18287372636377,4.428360474820741,22.324987194118904,26.75334766893964
78,78.7038024274732,100.28616152887867,100.31085434999115,0.02469282111247758,21.58235910140546,21.60705192251794
