topology	left_rate	seed	deadlock	deadlock_time	mean_eaters	max_eaters
arbiter	0.9	9	false		0.5374149659863946	2.0
arbiter	0.9	10	false		0.5290322580645161	2.0
arbiter	0.9	11	false		0.5542168674698795	2.0
arbiter	0.9	12	false		0.5136612021857924	2.0
arbiter	0.9	13	false		0.6028368794326241	2.0
arbiter	0.9	14	false		0.43795620437956206	2.0
arbiter	0.9	15	false		0.4918032786885246	2.0
arbiter	0.9	16	false		0.6	2.0
arbiter	0.9	17	false		0.4676258992805755	2.0
arbiter	0.9	18	false		0.4701492537313433	2.0
arbiter	0.9	19	false		0.47368421052631576	2.0
arbiter	0.9	20	false		0.4357142857142857	1.0
arbiter	0.9	21	false		0.5	2.0
arbiter	0.9	22	false		0.5	2.0
arbiter	0.9	23	false		0.49019607843137253	2.0
arbiter	0.9	24	false		0.42105263157894735	2.0
arbiter	0.9	25	false		0.5086705202312138	2.0
arbiter	0.9	26	false		0.546448087431694	2.0
arbiter	0.9	27	false		0.5454545454545454	2.0
arbiter	0.9	28	false		0.5617977528089888	2.0
arbiter	0.9	29	false		0.4691358024691358	2.0
arbiter	0.9	30	false		0.5132743362831859	2.0
arbiter	0.9	31	false		0.43884892086330934	1.0
arbiter	0.9	32	false		0.56	2.0
arbiter	0.9	33	false		0.5176470588235295	2.0
arbiter	0.9	34	false		0.45323741007194246	2.0
arbiter	0.9	35	false		0.4492753623188406	2.0
arbiter	0.9	36	false		0.4875	2.0
arbiter	0.9	37	false		0.4855072463768116	2.0
arbiter	0.9	38	false		0.4925373134328358	2.0
arbiter	0.9	39	false		0.5347222222222222	2.0
arbiter	0.9	40	false		0.5412371134020618	2.0
classical	1.1	1	true	2.333077703360158	0.3333333333333333	1.0
classical	1.1	2	true	4.108601297791334	0.1111111111111111	1.0
classical	1.1	3	true	1.979134494454737	0.1111111111111111	1.0
classical	1.1	4	true	1.8587848959966335	0.5833333333333334	2.0
classical	1.1	5	true	3.2331545241420336	0.4	2.0
classical	1.1	6	true	37.72055608565832	0.48717948717948717	2.0
classical	1.1	7	true	15.935182498179788	0.8787878787878788	2.0
classical	1.1	8	true	10.688158111805716	0.5666666666666667	2.0
classical	1.1	9	true	17.888660870483637	0.631578947368421	2.0
classical	1.1	10	true	25.705619979227322	0.4444444444444444	1.0
classical	1.1	11	true	10.011312004935615	0.2777777777777778	1.0
classical	1.1	12	true	11.540639148535567	0.5	2.0
classical	1.1	13	true	14.48816237187721	0.36666666666666664	1.0
classical	1.1	14	true	1.7545014265670988	0.0	0.0
classical	1.1	15	true	4.6144027916701695	0.3333333333333333	1.0
classical	1.1	16	true	8.82503305637125	0.4166666666666667	1.0
classical	1.1	17	true	17.63207225415898	0.3888888888888889	1.0
classical	1.1	18	true	4.280755609294649	0.3333333333333333	1.0
classical	1.1	19	true	6.429762484095664	0.26666666666666666	1.0
classical	1.1	20	true	7.184427155378061	0.5833333333333334	2.0
classical	1.1	21	true	1.4339253464341577	0.0	0.0
classical	1.1	22	true	0.6795068883948513	0.0	0.0
classical	1.1	23	true	30.208697415717896	0.4375	1.0
classical	1.1	24	true	2.3235745324494714	0.25	1.0
classical	1.1	25	true	2.8583191062134397	0.1111111111111111	1.0
classical	1.1	26	true	11.386149576447888	0.6923076923076923	2.0
classical	1.1	27	true	8.275019145399222	0.3333333333333333	1.0
classical	1.1	28	true	4.29634491222435	0.3333333333333333	1.0
classical	1.1	29	true	16.441977485844973	0.4444444444444444	2.0
classical	1.1	30	true	10.96075928763854	0.5666666666666667	2.0
classical	1.1	31	true	5.7810399051732295	0.42857142857142855	1.0
classical	1.1	32	true	12.396171233394425	0.5757575757575758	2.0
classical	1.1	33	true	12.022433122739887	0.48484848484848486	2.0
classical	1.1	34	true	11.429331239958053	0.6923076923076923	2.0
classical	1.1	35	true	5.321533024954737	0.7083333333333334	2.0
classical	1.1	36	true	10.836187615453708	0.6666666666666666	2.0
classical	1.1	37	true	5.989528777875757	0.6666666666666666	2.0
classical	1.1	38	true	27.04426836328954	0.6825396825396826	2.0
classical	1.1	39	true	7.615901232695827	0.4074074074074074	2.0
classical	1.1	40	true	2.0353852101702827	0.25	1.0
arbiter	1.1	1	false		0.484375	2.0
arbiter	1.1	2	false		0.5354330708661418	2.0
arbiter	1.1	3	false		0.4803921568627451	2.0
arbiter	1.1	4	false		0.4205607476635514	2.0
arbiter	1.1	5	false		0.510989010989011	2.0
arbiter	1.1	6	false		0.47468354430379744	2.0
arbiter	1.1	7	false		0.43902439024390244	2.0
arbiter	1.1	8	false		0.5411764705882353	2.0
arbiter	1.1	9	false		0.5443786982248521	2.0
arbiter	1.1	10	false		0.411214953271028	1.0
arbiter	1.1	11	false		0.425531914893617	1.0
arbiter	1.1	12	false		0.54421768707483	2.0
arbiter	1.1	13	false		0.4720496894409938	2.0
arbiter	1.1	14	false		0.43243243243243246	2.0
arbiter	1.1	15	false		0.45454545454545453	2.0
arbiter	1.1	16	false		0.44285714285714284	2.0
arbiter	1.1	17	false		0.46715328467153283	2.0
arbiter	1.1	18	false		0.4393939393939394	2.0
arbiter	1.1	19	false		0.5034013605442177	2.0
arbiter	1.1	20	false		0.5185185185185185	2.0
arbiter	1.1	21	false		0.42857142857142855	2.0
arbiter	1.1	22	false		0.47619047619047616	2.0
arbiter	1.1	23	false		0.4365079365079365	1.0
arbiter	1.1	24	false		0.5	2.0
arbiter	1.1	25	false		0.40145985401459855	1.0
arbiter	1.1	26	false		0.49333333333333335	2.0
arbiter	1.1	27	false		0.5142857142857142	2.0
arbiter	1.1	28	false		0.5037593984962406	2.0
arbiter	1.1	29	false		0.5595238095238095	2.0
arbiter	1.1	30	false		0.4188034188034188	1.0
arbiter	1.1	31	false		0.5822784810126582	2.0
arbiter	1.1	32	false		0.4380165289256198	2.0
arbiter	1.1	33	false		0.4122137404580153	1.0
arbiter	1.1	34	false		0.5102040816326531	2.0
arbiter	1.1	35	false		0.4913294797687861	2.0
arbiter	1.1	36	false		0.4621212121212121	1.0
arbiter	1.1	37	false		0.46258503401360546	2.0
arbiter	1.1	38	false		0.525974025974026	2.0
arbiter	1.1	39	false		0.450261780104712	2.0
arbiter	1.1	40	false		0.5497076023391813	2.0
classical	1.3	1	true	1.2549222203577342	0.0	0.0
classical	1.3	2	true	0.6068491845829848	0.0	0.0
classical	1.3	3	true	28.99620249606777	0.4583333333333333	1.0
classical	1.3	4	true	2.282888766650232	0.25	1.0
classical	1.3	5	true	2.787042741933889	0.1111111111111111	1.0
classical	1.3	6	true	13.951077727101248	0.6410256410256411	2.0
classical	1.3	7	true	7.951402297477706	0.3333333333333333	1.0
classical	1.3	8	true	4.055806331010155	0.3333333333333333	1.0
classical	1.3	9	true	5.533563061017423	0.4166666666666667	2.0
classical	1.3	10	true	8.334986221179618	0.2	1.0
classical	1.3	11	true	5.534659235257585	0.42857142857142855	1.0
classical	1.3	12	true	6.935517653328819	0.38095238095238093	2.0
classical	1.3	13	true	11.194850538023735	0.48484848484848486	2.0
classical	1.3	14	true	11.265791385257199	0.6923076923076923	2.0
classical	1.3	15	true	7.468554566090264	0.47619047619047616	2.0
classical	1.3	16	true	10.120982134720053	0.6666666666666666	2.0
classical	1.3	17	true	5.5263497343706804	0.6666666666666666	2.0
classical	1.3	18	true	12.188980760590326	0.3333333333333333	1.0
classical	1.3	19	true	6.9520058334080135	0.5714285714285714	2.0
classical	1.3	20	true	1.878017408615778	0.25	1.0
classical	1.3	21	true	2.7452642256872104	0.2	1.0
classical	1.3	22	true	1.0276471369081281	0.0	0.0
classical	1.3	23	true	4.8368503757044365	0.3333333333333333	1.0
classical	1.3	24	true	8.71195555707968	0.4444444444444444	1.0
classical	1.3	25	true	7.052378325519448	0.2857142857142857	1.0
classical	1.3	26	true	6.394369048877068	0.3333333333333333	1.0
classical	1.3	27	true	2.9271067439281326	0.4	2.0
classical	1.3	28	true	14.886564924748955	0.3611111111111111	1.0
classical	1.3	29	true	3.1143309424601315	0.1111111111111111	1.0
classical	1.3	30	true	4.060296715554828	0.6666666666666666	2.0
classical	1.3	31	true	2.904976187456787	0.4444444444444444	1.0
classical	1.3	32	true	10.062312446415609	0.4444444444444444	1.0
classical	1.3	33	true	1.030993628760836	0.0	0.0
classical	1.3	34	true	25.306535869490176	0.4583333333333333	1.0
classical	1.3	35	true	15.255448782108832	0.5416666666666666	2.0
classical	1.3	36	true	6.711814196245032	0.5714285714285714	2.0
classical	1.3	37	true	7.807046921630964	0.8095238095238095	2.0
classical	1.3	38	true	6.047193897147849	0.6	2.0
classical	1.3	39	true	11.37332365985784	0.4166666666666667	1.0
classical	1.3	40	true	0.5540674533581647	0.0	0.0
arbiter	1.3	1	false		0.42142857142857143	1.0
arbiter	1.3	2	false		0.47096774193548385	2.0
arbiter	1.3	3	false		0.4186046511627907	1.0
arbiter	1.3	4	false		0.5069444444444444	2.0
arbiter	1.3	5	false		0.4013605442176871	1.0
arbiter	1.3	6	false		0.5177304964539007	2.0
arbiter	1.3	7	false		0.5208333333333334	2.0
arbiter	1.3	8	false		0.4015748031496063	1.0
arbiter	1.3	9	false		0.48466257668711654	2.0
arbiter	1.3	10	false		0.41025641025641024	1.0
arbiter	1.3	11	false		0.40559440559440557	1.0
arbiter	1.3	12	false		0.43859649122807015	2.0
arbiter	1.3	13	false		0.43410852713178294	1.0
arbiter	1.3	14	false		0.4453125	2.0
arbiter	1.3	15	false		0.44642857142857145	2.0
arbiter	1.3	16	false		0.45652173913043476	1.0
arbiter	1.3	17	false		0.46258503401360546	2.0
arbiter	1.3	18	false		0.46153846153846156	2.0
arbiter	1.3	19	false		0.4632768361581921	2.0
arbiter	1.3	20	false		0.4968944099378882	2.0
arbiter	1.3	21	false		0.5	2.0
arbiter	1.3	22	false		0.4930555555555556	2.0
arbiter	1.3	23	false		0.40816326530612246	1.0
arbiter	1.3	24	false		0.4796747967479675	2.0
arbiter	1.3	25	false		0.3972602739726027	1.0
arbiter	1.3	26	false		0.45384615384615384	1.0
arbiter	1.3	27	false		0.5384615384615384	2.0
arbiter	1.3	28	false		0.4413793103448276	2.0
arbiter	1.3	29	false		0.4444444444444444	1.0
arbiter	1.3	30	false		0.4397163120567376	2.0
arbiter	1.3	31	false		0.41605839416058393	2.0
arbiter	1.3	32	false		0.4897959183673469	2.0
arbiter	1.3	33	false		0.3968253968253968	1.0
arbiter	1.3	34	false		0.43410852713178294	1.0
arbiter	1.3	35	false		0.4626865671641791	2.0
arbiter	1.3	36	false		0.46258503401360546	2.0
arbiter	1.3	37	false		0.4861111111111111	2.0
arbiter	1.3	38	false		0.5652173913043478	2.0
arbiter	1.3	39	false		0.5616438356164384	2.0
arbiter	1.3	40	false		0.4420289855072464	2.0
